,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
2502,3805,King Kong,1933,Adventure,95,United States,"Merian C. Cooper, Ernest B. Schoedsack","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher, Sam Hardy, Noble Johnson, Steve Clemente, James Flavin",8.1,8.13,8.0,149,"A film producer reaches an unknown island where the natives worship a giant ape. With him there is also a girl who the natives kidnap and offer to the animal. Contrary to usual, he does not kill the woman, but takes her to his hiding place and defends her from other giant animals. The white men, however, imprison the ape and transport him to New Yor to exhibit him for a fee, but here, when King Kong sees the girl again ...",Lightning and ephemeral glory for the female protagonist Fay Wray and shocking special effects for the time. It is always a film to be reviewed.,2,3,1,3,1
19550,34520,Black Dawn,2005,Action,96,United States,Alexander Gruszynski,"Steven Seagal, Tamara Davies, John Pyper-Ferguson, Julian Stone",4.6,5.0,4.0,8,"A former CIA agent and nuclear weapons expert, Jonathan Cold gets involved in a conspiracy. His enemy is Donovan, who wants to blow up Los Angeles. With the help of Amanda Stillwell, his former student, Cold tries to thwart the threat: the two will discover, however, a terrible secret concerning CIA agents and members of the government ...","The script is obvious, and the actors' interpretations do not help: the only novelty is that for the first thirty minutes it is not clear whether the protagonist is on the side of the good or the bad. B series explosions and rhetoric in large quantities for an ""action"" to forget.",0,2,0,1,0
3653,5590,Blue Heat,1990,Action,115,United States,John Mackenzie,"Brian Dennehy, Joe Pantoliano, Jeff Fahey, Bill Payton",6.4,6.0,7.0,9,"Police Lieutenant Frank Daly is on the trail of a drug dealer. Daly is helped by a staff of young agents. Enraged because something always goes wrong in the investigation, he searches without a warrant a meat warehouse that serves as a cover for criminals. Suspended from service, after the death of one of his aides he resigns, followed by the others. Together they will continue the investigation outside the officialdom and will conclude it with a final battle where everything will be clarified: the good ones on one side, the bad ones on the other. Predictable action detective. Brian Dennehy is likeable, but everything in this movie has been really too much seen already.",,0,3,0,2,0
18718,32234,Reprisal!,1956,Western,74,United States,George Sherman,"Guy Madison, Felicia Farr, Kathryn Grant, Michael Pate",7.3,,7.0,4,,,0,1,2,2,1
1127,1728,Commando,1985,Action,90,United States,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells, James Olson, David Patrick Kelly, Alyssa Milano, Bill Duke, Drew Snyder, Sharon Wyatt",5.7,5.27,6.0,132,"A former dirty business agent John Matrix, their daughter Jenny is kidnapped. Instead of ransom, Bennett, a former comrade of his now employed by General Arius, asks him to kill Velasquez, the president of Val Verde, democratically elected in place of Arius. Matrix accepts, takes the plane to Val Verde, but manages to escape taking Cindy, a black stewardess, with her.","Apart from the bucolic scenes between Schwarzy and the little girl, frankly embarrassing because they are a bit reminiscent of ""Frankenstein"", the film has a good pace. Lester was perhaps more original in his early low-budget films (""Gas Station"", ""Born 1984"").",2,4,0,2,1
34543,152101,Bernie The Dolphin,2018,Adventure,88,United States,Kirk Harris,"Lola Sultan, Logan Allen, Patrick Muldoon, Kevin Sorbo, Sam Sorbo, Dahlia Legault, Darla Delgado, Owen Harn, Lily Cardone, Stelio Savante, Jimel Atkins",5.3,,5.0,4,"On the fictional, sunny beaches of Sea City, Florida it's time for a summer break for nine-year-old scholar Holly and eleven-year-old brother Kevin, both ocean lovers, who form a magical bond with a group of dolphins. who live in those waters. This is where Holly discovers that she has the amazing ability to talk to dolphins. When the kids uncover a secret plan from their dad's evil boss in league with the greedy mayor of Sea City that could destroy their beach, they nearly drown trying to escape. Fortunately, the dolphins come to the rescue and save Holly, even if one of them, Bernie, is separated from her family. Beached on the shore and alone, with a bad sunburn, however, he is saved by the Sea Marine Marine Animal Sanctuary. So Holly and Kevin come up with an idea to stop the bad guys, protect marine life and, most importantly, rescue their dolphin best friend, Bernie, and bring him back to his family safely!",,0,0,0,0,0
37482,198065,Finding Ohana,2021,Adventure,123,United States,Jude Weng,"Kelly Hu, Owen Vaccaro, Chris Parnell, Ricky Garcia, Kea Peahu, Alex Aiono, Lindsay Watson, Marc Evan Jackson, Branscombe Richmond, Ke Huy Quan, Kyndra Sanchez, X Mayo, Ryan Higa",4.7,5.0,4.0,8,"A summer in a rural part of the island of Oahu turns into a big adventure for a brother and sister, both of whom grew up in Brooklyn. Following a diary with directions to an ancient treasure, they will have an epic experience finding new friends and rediscovering their Hawaiian roots.",,0,0,0,0,0
34582,154731,Bomb City,2017,Action,95,United States,Jameson Brooks,"Dave Davis, Glenn Morshower, Logan Huffman, Lorelei Linklater, Eddie Hassell, Henry Knotts, Dominic Ryan Gabriel, Luke Shelton, Maemae Renfrow, Michael Seitz",6.3,,6.0,11,"In the winter of 1997 in Amarillo, Texas, an area of ??cows, oil, football and boundless lands, Brian Deneke is known for his green hair, dog collar around his neck and his passion for punk music, which he plays alongside friends at a low-key club known as Bomb City. Like many punks in the area, he refuses to conform to the conservative culture that surrounds them and often ends up clashing with young people like Cody Cates, a clumsy and trouble-seeking football player. After a football game, the altercations between the punks and Cody and his friends ignite a violent night on the street, destined to become infamous.",,0,0,0,0,0
22638,40810,The Hole ,2010,Horror,92,United States,Joe Dante,"Chris Massoglia, Nathan Gamble, Haley Bennett, Teri Polo, Bruce Dern, Quinn Lord, John DeSantis, Merritt Patterson, Chelsea Ricketts, Douglas Chapman",6.2,6.46,6.0,127,"Two brothers come across a strange hole in the basement of their home. Together with a neighbor they decide to explore it, venturing into underground meanders that will prove to contain all their deepest and most ancient fears.","Visions of horror in 3D for the film presented out of competition at the 2009 Venice Film Festival, written by Mark L. Smith and embellished with two cameos, Dick Miller and Bruce Dern, guardian angels from the Gremlins director's factory. Almost a Matinée, but with a more ferocious art of emotion that manipulates teen cinema to evoke the traumas buried in consciousness. The fear of the dark never ends.",1,2,0,2,0
18856,32583,Eight Below,2006,Adventure,109,United States,Frank Marshall,"Paul Walker, Jason Biggs, Bruce Greenwood, Moon Bloodgood, Gerard Plunkett",5.7,5.33,6.0,48,"During an expedition to Antarctica, three explorers are forced to abandon their sled dogs - six Siberian huskies and two Eskimo wolves - to escape to safety. The animals will have to face a thousand dangers before rescuers set out in search of them ...",,2,2,0,1,0
35388,163027,Hellboy,2019,Fantasy,121,United States,Neil Marshall,"David Harbour, Milla Jovovich, Ian McShane, Sasha Lane, Daniel Dae Kim, Penelope Mitchell, Sophie Okonedo, Kristina Klebe, Brian Gleeson, Alistair Petrie",5.3,5.0,6.0,41,"Trapped between the supernatural and human worlds, Hellboy battles a centuries-old witch bent on revenge.",,1,1,0,0,0
11960,19085,Evil Dead 2,1987,Horror,85,United States,Sam Raimi,"Bruce Campbell, Sarah Berry, Dan Hicks, Kassie DePaiva",7.7,7.63,8.0,220,"A group of boys decide to spend the weekend in a remote cottage in the forest. Within the walls of the house they find the ancient book of the dead: by reciting a magic formula they awaken an ancient demon who, of course, is not very happy. Carnage ensues, at the speed of light.","A sequel produced by Dino De Laurentiis of ""La casa"", the film with which Sam Raimi made his debut. The handcrafted aspect of the model is replaced by special effects, always at the service of the author's unbridled imagination. More than a horror, a splatter cartoon that constantly mentions the masters of animation: from Tex Avery to Chuck Jones.",3,3,0,3,0
10371,16349,White Feather,1955,Western,106,United States,Robert Webb,"Robert Wagner, Debra Paget, John Lund, Jeffrey Hunter",5.1,4.0,6.0,10,"The Washington government begins negotiations with the leaders of the Indian tribes occupying the territory of the state of Wyoming to induce them to evacuate. The intention of the government is to sell it to the gold diggers and, for this purpose, a young surveyor is sent. While the chiefs of most tribes would prefer war to accepting a treaty, Old Cheyenne leader Broken Hand proves against it. Routine Western, with a cast of well-known faces.",,0,2,0,1,0
21336,38641,Boogeyman 2,2007,Horror,93,United States,Jeff Betancourt,"Danielle Savre, Matt Cohen, Chrissy Griffith, Michael Graziadei, Mae Whitman, Renée O'Connor, Tobin Bell, Johnny Simmons, David Gallagher, Lesli Margherita",4.4,4.33,4.0,41,"Laura Porter has long been plagued by a phobia that has as its object the ancient fear of the black man: a terror that comes from having witnessed the brutal murder of her parents. The woman voluntarily goes to a clinic for mental disorders in order to undergo therapy, hoping to overcome and erase her problem: however, she will come across situations in comparison to which her phobias are absolutely sustainable and even desirable ...","Fantasy hides and replicates a script that has already been seen thousands of times, namely that of the beauty in danger and the evil monster that haunts her. The use of blue light is incessant to the point of boredom.",0,2,1,3,0
6130,9529,Cat's Eye,1984,Fantasy,98,United States,Lewis Teague,"Drew Barrymore, James Woods, Alan King, Kenneth McMillan",7.3,8.0,7.0,43,"The title cat is little more than an extra in the first two of the three stories that make up the film. Here they are in line: an anti-smoking therapy that turns into a nightmare for the patient and his family; a sadistic test of audacity imposed by an old billionaire on his wife's lover: as a prize, according to him, the wife herself; in the third, she plays the lion's share, first saving her own skin, then her mistress from the monsters that haunt her. Subject and script by Stephen King, the film is part of the successful horror vein tinged with irony and uses excellent special effects. I show the cat by interpretation, but the others are also good.",,2,2,0,1,0
8132,12701,Message to Garcia,1936,Adventure,86,United States,George Marshall,"Wallace Beery, Barbara Stanwyck, John Boles, Alan Hale, Mona Barrie",5.1,4.0,6.0,5,"In 1898, during the Cuban revolt against Spain, the United States sent a secret message to the general who commands the rebels. Assorted adversities.","Discreet bow of a historical fact, shot in comedy cadences with gritty stars.",0,1,0,1,0
33802,144009,Den of Thieves,2018,Action,125,United States,Christian Gudegast,"Pablo Schreiber, Gerard Butler, 50 Cent, Evan Jones, O'Shea Jackson Jr., Kaiwi Lyman-Mersereau, Mo McRae, Brian Van Holt, Maurice Compte",5.6,5.33,6.0,76,"In the city of Los Angeles, whose bank robbery rate is the highest in the world, the lives of a team of elite agents and the most notorious gang of thieves are intertwined, planning a heist against the local branch of the Federal Reserve Bank. The men headed by Nick O'Brien will do anything to stop Ray Merrimen and his fellow criminals from getting their hands on over $ 30 million.",,0,0,0,0,0
