,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
7733,12062,Lionheart,1986,Adventure,105,United States,Franklin J. Schaffner,"Eric Stoltz, Gabriel Byrne, Nicola Cowper, Dexter Fletcher",6.9,8.0,6.0,5,"Richard the Lionheart has already left for the Crusades and is on the way to the Holy Sepulcher. A very young knight (Stoltz) tries to intercept him in France to be able to join him. Instead, it happens that flocks of disadvantaged and homeless kids (and moreover on the run from the evil Black Prince) join him. What was initially a solitary initiative thus becomes a small army. You wouldn't expect such an enjoyable and original film. Yet here everything works: from the subject to the choice of actors.",,2,3,0,2,0
6278,9767,Devil's Doorway,1950,Western,84,United States,Anthony Mann,"Robert Taylor, Louis Calhern, Paula Raymond, Marshall Thompson",8.0,8.33,8.0,24,"An Indian fights bravely with the North in the American Civil War, but upon returning to Wyoming he finds himself hated and discriminated against by his former comrades. Excellent pro-Indian western, even more beautiful than the contemporary Indian Lover, marks the debut in the genre of Mann, who will be one of the greatest masters.",,0,1,1,1,0
10689,16894,Treasure Island,1934,Adventure,105,United States,Victor Fleming,"Wallace Beery, Jackie Cooper, Lewis Stone, Lionel Barrymore",6.9,6.5,7.0,12,"Dying Captain Bones gives Jim Hawkins a map with directions to where Captain Flint's treasure is buried. Little Jim leaves with the Hispaniola to reach the remote island, but as soon as he disembarks he has to deal with a group of pirates commanded by Long John Silver.",One of the best transpositions of Robert Louis Stevenson's novel. Great interpretation by Wallace Beery. There is a colorized version.,0,2,0,2,0
13412,21585,The Plainsman,1966,Western,89,United States,David Lowell Rich,"Don Murray, Guy Stockwell, Abby Dalton, Leslie Nielsen",5.3,4.0,7.0,3,Wild Bill Hickok is attacked by the Red Indians and is saved only thanks to the intervention of his old friend Black Bison. During the attack he realizes that the Indians have firearms recently supplied to the Unionist army.,"Weak remake of Cecil B. DeMille's ""Conquest of the West"".",0,2,0,1,0
9592,14990,Vigilante,1982,Action,90,United States,William Lustig,"Robert Forster, Fred Williamson, Richard Bright",5.3,5.0,6.0,14,"His family is attacked by a group of deviant punk killers and rapists. He (Robert Forster), from the quiet man he was, turns into a bloodthirsty avenger. The story recalls ""The executioner of the night""; Lustig will then do ""Mania Cop"" but here he does not get out of the routine.",,0,1,0,1,0
20591,37397,Enchanted,2007,Fantasy,107,United States,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Susan Sarandon, Timothy Spall, Idina Menzel, Rachel Covey",6.5,6.61,6.0,140,"Giselle is a princess who is expelled from the magical world of Cartoonia by an evil queen and thus ends up projected in today's New York: here she will be forced to confront a completely different reality and will change many of her points of view, including - above all - the one about love ...","Disney brand ""Panettone"", with more irony and inventiveness than usual: amused in quoting and mocking the fairytale imagery of the parent company, which, however, does not come out demolished but rather reinforced by a clever modernization. However, a honeyed underlying moralism remains, but the balance between writing for children and cinephilia for adults is well calibrated.The film has achieved a huge success with audiences, earning around 340 million dollars worldwide, against an estimated budget. around 85 million and earned three Oscar nominations for three songs, all with music by Alan Menken and lyrics by Stephen Schwartz.",3,4,0,1,1
7612,11872,Predator 2,1991,Fantasy,101,United States,Stephen Hopkins,"Danny Glover, Gary Busey, Rubén Blades, Maria Conchita Alonso, Bill Paxton",5.3,5.0,6.0,103,"Los Angeles, 1997. In the city it is everyone's war against everyone; one group, in particular, leaves behind quartered corpses, marked with voodoo symbols. The affair is dealt with by Mike Harrigan, a black policeman, who discovers and confronts a group of aliens barricaded in a slaughterhouse.","Between science fiction and horror, an action film that tries to build somewhat improbable gothic atmospheres. Bungled and smashed, with some spectacular moments. Schwarzy, protagonist of the first ""Predator"" is not here; the hero of the moment is Danny Glover.",0,2,0,1,1
21325,38626,The Signal,2007,Horror,99,United States,"David Bruckner, Jacob Gentry, Dan Bush","Anessa Ramsey, Sahr Ngaujah, AJ Bowen, Matthew Stanton, Suehyla El-Attar, Justin Welborn, Cheri Christian, Scott Poythress, Christopher Thomas, Lindsey Garrett, Chad McKnight",5.0,5.67,4.0,20,"In Terminus, where Ben and his mistress Mya live, a radio signal takes over all electrical devices, driving anyone who comes into contact with them crazy. It's chaos: As the trail of violence and death lengthens, Ben, miraculously escaping the radiation, sets out on a desperate search for Mya.",,1,2,1,1,1
2834,4308,Billy Two Hats,1973,Western,95,United States,Ted Kotcheff,"Gregory Peck, Desi Arnaz jr., Jack Warden, Sian Barbara Allen, David Huddleston, John Pearce, Dawn Little Sky, Vincent St. Cyr, Henry Medicine Hat",7.5,7.75,7.0,21,"Henry is a bandit who is paired with Billy, a young half-caste. When Billy, captured by Sheriff Arch, is about to be hanged, Henry promptly arrives to rescue him. At that point, the only hope for the two is to arrive in Mexico. Henry is injured; a certain Spencer offers himself as a guide, but, in addition to the sheriff, the Indians also get involved.","Western with a beautiful setting (Kotcheff was also the director of the first ""Rambo"", remarkable in this respect). Written by Alan Sharp, also screenwriter of ""Night Target"" (Penn) and ""No Mercy for Ulzana"" (Aldrich).",0,2,2,2,0
37623,203208,Born in Flames,1983,Fantasy,80,United States,Lizzie Borden,"Honey, Adele Bertei, Jean Satterfield, Florynce Kennedy, Becky Johnston, Pat Murphy, Kathryn Bigelow, Hillary Hurst, Sheila McLaughlin, Marty Pottenger, Lynne Jones, Ron Vawter, John Coplans, John Rudolph, Warner Schreiner, Valerie Smaldone, John McLearen, Pat Place, Julia Hanlon, Maria David, Toviana Starks, Cat Hightower, Veronica Campbell, Mayumi Sakaguchi, Ryan, Chris Brewer, Bill Tatum, Jorge Ramos, Julio Peña, Merián Soto, Mark Boone Junior, Dana Johnson, Jerry Nixon, Gary Valdes, Dirk Zimmer, Jacques Sandulescu, Gary Hill, Sis McQuader, Susan Sawyer, Sherry Rosso, Donna Allegra Simms, Valerie Jones, Ramona Galindez, Katy Taylor, Marion Benjamin, Joan Ellis, Carolyn Fitzgerald, Alice Sullivan, Belle Chevigny, Paul Zonghetti, Alexa Evans, Malick N'Diaye, Dolly Udemzue, Barbara Scott, Hanita, Diane Jacobs, Felice Rosser, Hal Miller, Peggy Lee Brennan, Michael Sullivan, Nancy Reilly, Rosemary Hochschild, Vanessa Zannis, Sheila Carr, Ed Bowes, Allan Ryan, Kathy Gunst, Amy Chen, Patrick Brogan, Edmead Smith, Daniel Edelman, Mike Bencivenga, Walter Scheuer, Eric Bogosian, Paul Chevigny, Joel Kovel, Gregory Samuels, Bill Sturgis, Tom Whittaker",7.0,7.0,,2,"In New York, 10 years after the ""Social Democratic Liberation War"", various groups of women organize a feminist revolt to achieve the coveted equality.",,0,0,0,0,0
124,219,Dawn at Socorro,1954,Western,84,United States,George Sherman,"Rory Calhoun, Piper Laurie, David Brian, Alex Nicol, Kathleen Hughes, Edgar Buchanan, Mara Corday, Roy Roberts, Skip Homeier",6.2,6.0,6.0,11,"A gunslinger, determined to end his past, is forced to endure a final, decisive duel.",A good western by a modest specialist with second-rate actors.,0,0,0,0,0
11026,17524,Armageddon,1998,Fantasy,150,United States,Michael Bay,"Bruce Willis, Liv Tyler, Ben Affleck, Billy Bob Thornton, Will Patton",4.6,4.27,5.0,281,"An asteroid the size of the state of Texas is heading towards Earth at the speed of 22,000 miles per hour. NASA director Dan Truman has no choice: he must set up and send a crew into space to try to thwart the threat. The mission is entrusted to Harry S. Stamper, who together with his men must land on the asteroid, pierce its surface and place a nuclear bomb.","A bad film, not so much for its cinematic inconsistency and total lack of irony, but because it sums up the philosophy of the latest blockbusters: accumulation of action scenes and that's it. Result: boredom.",2,3,2,3,1
758,1167,To Catch a King,1984,Adventure,113,United States,Clive Donner,"Robert Wagner, Teri Garr, Horst Janson, John Standing, Barbara Parkins, Marcel Bozzuffi, Barry Foster, Jane Lapotaire, Edmund Kente",5.2,6.0,4.0,4,"We are in 1942, in Lisbon. Joe Jackson is an American night club owner, Hannah Winter is a singer who ends up in the midst of a Nazi conspiracy. The Germans plan to kidnap the Duke and Duchess of Windsor, who were residing in Portugal at the time. Joe and Hannah try together to prevent the sensational kidnapping, but a shrewd German general notices it and catches them in a nutshell ... The reference is Casablanca, even if the story then takes other paths. The cast is of a certain authority, Robert Wagner is all dressed in white and Clive Donner at the time also did Ciao Pussycat.",,0,2,0,2,0
9625,15030,Sundown,1991,Horror,104,United States,Anthony Hickox,"David Carradine, Maxwell Caulfield, John Ireland",6.5,6.0,7.0,3,"A typical American family, optimistic enough, decides to move from the East coast to the heart of the Big Country, in that West that is still partly wild. The destination chosen for the new stay, however, is a strange village surrounded by the desert that certainly does not make a good impression. The place is in fact populated by a community of vampires who try in every way to vampirize the newcomers.","The story begins by aligning some original ideas that promise well, but gradually flattens out on the easier stereotypes.",0,2,0,2,1
22687,40894,Lies & Illusions,2009,Action,95,United States,Tibor Takacs,"Christian Slater, Cuba Gooding jr., Sarah Ann Schultz, Christa Campbell, Robert Giardina, Al Madrigal, Kelly Hyde, Lochlyn Munro, Dominic Salvatore, Tracy Schornick",3.3,3.33,3.0,13,"Wes Wilson is a writer who became famous thanks to a bestseller, in which he explains how honesty is the only weapon to save romantic relationships. When his girlfriend is kidnapped and left for dead, his life suddenly takes an unexpected turn: chased by a secret agent, the man suddenly finds himself trapped in a shady game of spy intrigue and stolen diamonds. He will discover that his girlfriend is not quite the person he thought he knew ...",Action comedy with the interesting duo Christian Slater-Cuba Gooding jr. Behind the camera directs the Hungarian-born director who shot the horror fantasy _Do not open that gate_ in the 1980s.,1,2,1,2,1
27397,55368,Fast & Furious 6,2013,Action,145,United States,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Michelle Rodriguez, Luke Evans, Gina Carano, Gal Gadot, Tyrese Gibson, Sung Kang, Ludacris, Elsa Pataky",5.1,5.29,5.0,120,"After overthrowing the empire of a boss in Rio, Dom Toretto (Vin Diesel) and Brian O'Conner (Paul Walker) have dedicated themselves to traveling the world, unable as they are to go home and take back everything they left behind. behind. Meanwhile, Hobbs (Dwayne Johnson) has instead stumbled upon the case of an organization of criminal pilots, whose boss (Luke Ewans) is assisted by a woman who turns out to be Letty (Michelle Rodriguez), the ex of Dom who all they thought she was dead. In an attempt to permanently knock them out, Hobbs asks Dom to put London's elite squad back together.","More and more exasperated, the saga loved by the box office and designed for tuning fanatics and lovers of cursed James Dean is enchanted by the action pedal that has marred us since the 90s, the one that mixes irony and good reconciling feelings on cartoon evolutions of the bodies and the virtuosity of choreographies always happy to cross the threshold of credibility, so as to elicit laughter and applause from the amused satisfaction of the public. Watch out for the finale, which winks at Marvel ways and launches the inevitable sequel.",1,3,1,1,0
